species,eventDate,decimalLongitude,decimalLatitude
Pleuragramma antarctica,2008-02-07,139.82437,-66.33083
Pleuragramma antarctica,2008-02-07,139.91466,-66.32992
Pleuragramma antarctica,2008-02-07,140.66312,-66.33926
Pleuragramma antarctica,2008-02-07,141.47766,-66.36308
Pleuragramma antarctica,2008-02-07,141.39061,-66.32846
Pleuragramma antarctica,2008-02-08,142.66533,-66.34633
Pleuragramma antarctica,2008-02-08,143.342,-66.31777
Pleuragramma antarctica,2008-02-08,142.6635,-66.37865
Pleuragramma antarctica,2008-02-08,142.68016,-66.31133
Pleuragramma antarctica,2008-02-08,142.6711,-66.33505
Pleuragramma antarctica,2008-02-08,142.68017,-66.31133
Pleuragramma antarctica,2008-02-08,141.99506,-66.32027
Pleuragramma antarctica,2008-02-08,141.98091,-66.35522
Pleuragramma antarctica,2008-02-08,142.66353,-66.37865
Pleuragramma antarctica,2008-02-08,142.67114,-66.33505
Pleuragramma antarctica,2008-02-08,143.34204,-66.31777
Pleuragramma antarctica,2008-02-09,143.3422,-66.30902
Pleuragramma antarctica,2008-02-09,144.9944,-66.98338
Pleuragramma antarctica,2008-02-09,143.3867,-66.27458
Pleuragramma antarctica,2008-02-09,144.9883,-67.02206
Pleuragramma antarctica,2008-02-09,145.0082,-67.05474
Pleuragramma antarctica,2008-02-09,143.3101,-66.36141
Pleuragramma antarctica,2008-02-09,143.34219,-66.30902
Pleuragramma antarctica,2008-02-09,144.99438,-66.98338
Pleuragramma antarctica,2008-02-09,144.98827,-67.02206
Pleuragramma antarctica,2008-02-09,145.00818,-67.05474
Pleuragramma antarctica,2008-02-10,143.9869,-66.55682
Pleuragramma antarctica,2008-02-10,143.9588,-66.5459
Pleuragramma antarctica,2008-02-10,143.9877,-66.56275
Pleuragramma antarctica,2008-02-10,174.31,-73.13
Pleuragramma antarctica,2008-02-10,143.95879,-66.5459
Pleuragramma antarctica,2008-02-10,143.98686,-66.55682
Pleuragramma antarctica,2008-02-10,143.98775,-66.56275
Pleuragramma antarctica,2008-02-11,142.9264,-66.03284
Pleuragramma antarctica,2008-02-11,142.93316,-66.02866
Pleuragramma antarctica,2008-02-11,142.93317,-66.02867
Pleuragramma antarctica,2008-02-11,142.9485,-66.02188
Pleuragramma antarctica,2008-02-11,170.812,-74.108
Pleuragramma antarctica,2008-02-11,170.81,-74.11
Pleuragramma antarctica,2008-02-11,142.94846,-66.02188
Pleuragramma antarctica,2008-02-11,142.97827,-66.00531
Pleuragramma antarctica,2008-02-11,142.92638,-66.03284
Pleuragramma antarctica,2008-02-22,-44.9913,-61.2534
Pleuragramma antarctica,2008-02-24,-46.4921,-61.245
Pleuragramma antarctica,2008-02-24,173.237,-72.003
Pleuragramma antarctica,2008-02-24,173.24,-72
Pleuragramma antarctica,2008-02-25,174.104,-71.897
Pleuragramma antarctica,2008-02-28,-54.5077,-60.755
Pleuragramma antarctica,2008-02-29,-55.0113,-60.2496
Pleuragramma antarctica,2008-02-29,-55.0168,-60.4971
Pleuragramma antarctica,2008-03-03,-56.4927,-60.4927
Pleuragramma antarctica,2008-03-04,-57.4878,-60.7511
Pleuragramma antarctica,2008-03-04,-57.48,-60.4997
Pleuragramma antarctica,2008-03-04,-57.4887,-60.0058
Pleuragramma antarctica,2008-03-05,-57.9892,-62.2494
Pleuragramma antarctica,2008-03-05,-56.0892,-62.7149
Pleuragramma antarctica,2008-03-07,-61.4906,-63.0069
Pleuragramma antarctica,2009-01-15,-59.492,-62.0143
Pleuragramma antarctica,2009-01-15,-60.0603,-62.2188
Pleuragramma antarctica,2009-01-25,-54.9937,-62.5028
Pleuragramma antarctica,2009-01-25,-54.012,-63.004
Pleuragramma antarctica,2009-02-12,-44.61707,-60.49655
Pleuragramma antarctica,2009-02-15,-42.83531,-61.05533
Pleuragramma antarctica,2009-02-16,-43.5384,-61.15289
Pleuragramma antarctica,2009-02-21,-46.20021,-61.82247
Pleuragramma antarctica,2009-02-21,-46.7409,-61.86872
Pleuragramma antarctica,2009-02-26,-45.63105,-60.91696
Pleuragramma antarctica,2009-02-26,-46.6067,-61.0517
Pleuragramma antarctica,2009-02-27,-46.82657,-61.04786
Pleuragramma antarctica,2009-03-04,-52.38576,-63.01815
Pleuragramma antarctica,2009-03-05,-53.7847,-62.58132
Pleuragramma antarctica,2010-02-23,-57.4697,-62.96
Pleuragramma antarctica,2010-02-24,-56.9785,-62.7558
Pleuragramma antarctica,2011-01-23,-55.0165,-61.2573
Pleuragramma antarctica,2011-02-26,-53.9768,-63.518
Pleuragramma antarctica,2011-02-26,-54.9567,-63.0032
Pleuragramma antarctica,2011-02-26,-53.9809,-62.2645
Pleuragramma antarctica,2011-02-26,-53.9488,-62.9912
Pleuragramma antarctica,2011-02-27,-54.9658,-62.5143
Pleuragramma antarctica,2011-02-27,-55.9832,-62.2662
Pleuragramma antarctica,2011-02-27,-54.9582,-62.7537
Pleuragramma antarctica,2011-02-28,-55.976,-62.5163
Pleuragramma antarctica,2011-02-28,-56.0378,-62.71
Pleuragramma antarctica,2011-03-01,-57.467,-62.5153
Pleuragramma antarctica,2011-03-01,-177.565,-77.1699
Pleuragramma antarctica,2011-03-02,-58.4697,-63.0143
Pleuragramma antarctica,2011-03-03,-60.5368,-63.5077
Pleuragramma antarctica,2014-02-16,172,-76.5
Pleuragramma antarctica,2014-02-22,164.18,-75.19
Pleuragramma antarctica,2014-03-02,169,-75.75
Pleuragramma antarctica,2014-03-04,168.6,-75.76
Pleuragramma antarctica,2014-03-05,168.24,-75.75
Pleuragramma antarctica,2014-03-09,168.77,-75.71
Pleuragramma antarctica,2014-03-13,164.37,-78.59
Pleuragramma antarctica,2015-02-02,170.6019,-75.859
Pleuragramma antarctica,2015-02-03,169.5837,-76.1943
Pleuragramma antarctica,2015-02-03,169.3757,-76.2627
Pleuragramma antarctica,2015-02-03,169.1675,-76.3313
Pleuragramma antarctica,2015-02-03,168.5518,-76.5328
Pleuragramma antarctica,2015-02-03,168.1389,-76.6715
Pleuragramma antarctica,2015-02-03,167.7287,-76.8073
Pleuragramma antarctica,2015-02-03,166.1617,-77.3317
Pleuragramma antarctica,2017-01-01,174.4282,-73.5593
Pleuragramma antarctica,2017-01-01,174.1796,-73.6054
Pleuragramma antarctica,2017-01-01,171.6762,-74.0603
Pleuragramma antarctica,2017-01-01,171.4145,-74.107
Pleuragramma antarctica,2017-01-01,171.1616,-74.1521
Pleuragramma antarctica,2017-01-01,170.9086,-74.1972
Pleuragramma antarctica,2017-01-01,170.6469,-74.2439
Pleuragramma antarctica,2017-01-01,170.394,-74.289
Pleuragramma antarctica,2017-01-01,170.1107,-74.3191
Pleuragramma antarctica,2017-01-01,169.8124,-74.3458
Pleuragramma antarctica,2017-01-01,169.5237,-74.3718
Pleuragramma antarctica,2017-01-01,169.2253,-74.3985
Pleuragramma antarctica,2017-01-01,168.9366,-74.4244
Pleuragramma antarctica,2017-01-01,168.6383,-74.4512
Pleuragramma antarctica,2017-01-01,168.3496,-74.4771
Pleuragramma antarctica,2017-01-01,168.0512,-74.5039
Pleuragramma antarctica,2017-01-01,167.7529,-74.5307
Pleuragramma antarctica,2017-01-01,167.4546,-74.5575
Pleuragramma antarctica,2017-01-01,167.1562,-74.5843
Pleuragramma antarctica,2017-01-01,166.8675,-74.6102
Pleuragramma antarctica,2017-01-01,166.5692,-74.6369
Pleuragramma antarctica,2017-01-01,166.2709,-74.6637
Pleuragramma antarctica,2017-01-01,165.9725,-74.6905
Pleuragramma antarctica,2017-01-01,165.3412,-74.7077
Pleuragramma antarctica,2017-01-02,165.0327,-74.7122
Pleuragramma antarctica,2017-01-02,164.61,-74.7183
Pleuragramma antarctica,2018-01-17,-46.0167,-60.415
Pleuragramma antarctica,2018-01-17,-46.0567,-60.43
Pleuragramma antarctica,2018-01-18,-45.805,-60.41
Pleuragramma antarctica,2018-01-18,-45.1217,-60.47
Pleuragramma antarctica,2018-01-18,-45.0683,-60.4842
Pleuragramma antarctica,2018-01-18,-44.845,-60.5467
Pleuragramma antarctica,2018-01-18,-44.785,-60.5383
Pleuragramma antarctica,2018-01-18,-45.87,-60.4117
Pleuragramma antarctica,2019-01-15,109.992,-64.994
Pleuragramma antarctica,2019-01-15,-62.74917,-64.78384
Pleuragramma antarctica,2019-01-15,-62.78896,-64.78956
Pleuragramma antarctica,2019-01-17,-62.22857,-64.58659
Pleuragramma antarctica,2019-01-18,-62.57288,-64.5744
Pleuragramma antarctica,2019-01-19,178.3261,-77.2819
Pleuragramma antarctica,2019-01-20,-58.45402,-62.12469
Pleuragramma antarctica,2019-01-20,-58.45623,-62.11412
Pleuragramma antarctica,2019-01-20,169.841,-75.5338
Pleuragramma antarctica,2019-01-20,169.6217,-75.4794
Pleuragramma antarctica,2019-01-20,169.4104,-75.4271
Pleuragramma antarctica,2019-01-20,168.7629,-75.2675
Pleuragramma antarctica,2019-01-20,168.5492,-75.215
Pleuragramma antarctica,2019-01-20,167.4804,-74.9525
Pleuragramma antarctica,2019-01-20,167.2667,-74.9
Pleuragramma antarctica,2019-01-23,167.326,-74.488
Pleuragramma antarctica,2019-01-23,167.6047,-74.448
Pleuragramma antarctica,2019-01-23,167.874,-74.4093
Pleuragramma antarctica,2019-01-23,168.1526,-74.3693
Pleuragramma antarctica,2019-01-23,168.6913,-74.292
Pleuragramma antarctica,2019-01-23,169.4341,-74.1478
Pleuragramma antarctica,2019-11-03,166.3742,-77.642
Pleuragramma antarctica,2020-02-02,139.997,-66.1945
Pleuragramma antarctica,2020-02-02,139.9838,-66.2387
Pleuragramma antarctica,2023-03-29,-54.865,-62.69
Pleuragramma antarctica,2023-03-30,-54.865,-62.69
Pleuragramma antarctica,2024-01-24,-164.12047,-78.66463
Pleuragramma antarctica,2003-01-12,-36.15525,-53.818033
